Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,GP,Year,TrackTemp,AirTemp,TyreAge,LapTime_s
0 days 02:29:50.182000,GAS,10,0 days 00:01:17.029000,71.0,3.0,,,0 days 00:00:19.308000,0 days 00:00:40.719000,0 days 00:00:17.002000,0 days 02:28:52.563000,0 days 02:29:33.282000,0 days 02:29:50.284000,333.0,248.0,329.0,326.0,False,MEDIUM,38.0,False,Alpine,0 days 02:28:33.153000,,1,10.0,False,,False,True,São Paulo Grand Prix,2025,30.69276315789474,17.348026315789475,38.0,77.029
0 days 01:07:05.137000,COL,43,0 days 00:01:19.463000,6.0,1.0,,,0 days 00:00:21.417000,0 days 00:00:40.733000,0 days 00:00:17.313000,0 days 01:06:07.171000,0 days 01:06:47.904000,0 days 01:07:05.217000,306.0,254.0,308.0,269.0,True,MEDIUM,6.0,True,Alpine,0 days 01:05:45.674000,,12,14.0,False,,False,True,São Paulo Grand Prix,2025,30.69276315789474,17.348026315789475,6.0,79.463
0 days 01:11:43.617000,COL,43,0 days 00:01:15.510000,9.0,1.0,,,0 days 00:00:19.521000,0 days 00:00:38.999000,0 days 00:00:16.990000,0 days 01:10:47.708000,0 days 01:11:26.707000,0 days 01:11:43.697000,327.0,249.0,326.0,278.0,True,MEDIUM,9.0,True,Alpine,0 days 01:10:28.107000,,1,14.0,False,,False,True,São Paulo Grand Prix,2025,30.69276315789474,17.348026315789475,9.0,75.51
0 days 01:12:58.959000,COL,43,0 days 00:01:15.342000,10.0,1.0,,,0 days 00:00:19.169000,0 days 00:00:39.016000,0 days 00:00:17.157000,0 days 01:12:02.866000,0 days 01:12:41.882000,0 days 01:12:59.039000,322.0,251.0,326.0,292.0,True,MEDIUM,10.0,True,Alpine,0 days 01:11:43.617000,,1,14.0,False,,False,True,São Paulo Grand Prix,2025,30.69276315789474,17.348026315789475,10.0,75.342
0 days 01:14:14.398000,COL,43,0 days 00:01:15.439000,11.0,1.0,,,0 days 00:00:19.362000,0 days 00:00:38.920000,0 days 00:00:17.157000,0 days 01:13:18.401000,0 days 01:13:57.321000,0 days 01:14:14.478000,316.0,248.0,325.0,322.0,False,MEDIUM,11.0,True,Alpine,0 days 01:12:58.959000,,1,14.0,False,,False,True,São Paulo Grand Prix,2025,30.69276315789474,17.348026315789475,11.0,75.439
0 days 01:15:29.887000,COL,43,0 days 00:01:15.489000,12.0,1.0,,,0 days 00:00:19.323000,0 days 00:00:38.998000,0 days 00:00:17.168000,0 days 01:14:33.801000,0 days 01:15:12.799000,0 days 01:15:29.967000,308.0,248.0,325.0,304.0,False,MEDIUM,12.0,True,Alpine,0 days 01:14:14.398000,,1,14.0,False,,False,True,São Paulo Grand Prix,2025,30.69276315789474,17.348026315789475,12.0,75.489
0 days 01:16:45.956000,COL,43,0 days 00:01:16.069000,13.0,1.0,,,0 days 00:00:19.224000,0 days 00:00:39.437000,0 days 00:00:17.408000,0 days 01:15:49.191000,0 days 01:16:28.628000,0 days 01:16:46.036000,316.0,246.0,311.0,307.0,False,MEDIUM,13.0,True,Alpine,0 days 01:15:29.887000,,1,15.0,False,,False,True,São Paulo Grand Prix,2025,30.69276315789474,17.348026315789475,13.0,76.069
0 days 01:18:02.429000,COL,43,0 days 00:01:16.473000,14.0,1.0,,,0 days 00:00:19.687000,0 days 00:00:39.401000,0 days 00:00:17.385000,0 days 01:17:05.723000,0 days 01:17:45.124000,0 days 01:18:02.509000,318.0,247.0,311.0,276.0,False,MEDIUM,14.0,True,Alpine,0 days 01:16:45.956000,,1,15.0,False,,False,True,São Paulo Grand Prix,2025,30.69276315789474,17.348026315789475,14.0,76.473
0 days 01:19:19.133000,COL,43,0 days 00:01:16.704000,15.0,1.0,,,0 days 00:00:19.516000,0 days 00:00:39.707000,0 days 00:00:17.481000,0 days 01:18:22.025000,0 days 01:19:01.732000,0 days 01:19:19.213000,305.0,243.0,309.0,295.0,False,MEDIUM,15.0,True,Alpine,0 days 01:18:02.429000,,1,15.0,False,,False,True,São Paulo Grand Prix,2025,30.69276315789474,17.348026315789475,15.0,76.704
0 days 01:20:35.378000,COL,43,0 days 00:01:16.245000,16.0,1.0,,,0 days 00:00:19.421000,0 days 00:00:39.415000,0 days 00:00:17.409000,0 days 01:19:38.634000,0 days 01:20:18.049000,0 days 01:20:35.458000,302.0,247.0,309.0,299.0,False,MEDIUM,16.0,True,Alpine,0 days 01:19:19.133000,,1,15.0,False,,False,True,São Paulo Grand Prix,2025,30.69276315789474,17.348026315789475,16.0,76.245
0 days 01:21:51.481000,COL,43,0 days 00:01:16.103000,17.0,1.0,,,0 days 00:00:19.426000,0 days 00:00:39.300000,0 days 00:00:17.377000,0 days 01:20:54.884000,0 days 01:21:34.184000,0 days 01:21:51.561000,306.0,246.0,310.0,297.0,False,MEDIUM,17.0,True,Alpine,0 days 01:20:35.378000,,1,15.0,False,,False,True,São Paulo Grand Prix,2025,30.69276315789474,17.348026315789475,17.0,76.103
0 days 01:23:07.233000,COL,43,0 days 00:01:15.752000,18.0,1.0,,,0 days 00:00:19.324000,0 days 00:00:39.035000,0 days 00:00:17.393000,0 days 01:22:10.885000,0 days 01:22:49.920000,0 days 01:23:07.313000,306.0,249.0,308.0,302.0,False,MEDIUM,18.0,True,Alpine,0 days 01:21:51.481000,,1,13.0,False,,False,True,São Paulo Grand Prix,2025,30.69276315789474,17.348026315789475,18.0,75.752
0 days 01:24:23.100000,COL,43,0 days 00:01:15.867000,19.0,1.0,,,0 days 00:00:19.455000,0 days 00:00:39.083000,0 days 00:00:17.329000,0 days 01:23:26.768000,0 days 01:24:05.851000,0 days 01:24:23.180000,304.0,247.0,308.0,294.0,False,MEDIUM,19.0,True,Alpine,0 days 01:23:07.233000,,1,11.0,False,,False,True,São Paulo Grand Prix,2025,30.69276315789474,17.348026315789475,19.0,75.867
0 days 01:25:39.040000,COL,43,0 days 00:01:15.940000,20.0,1.0,,,0 days 00:00:19.404000,0 days 00:00:39.202000,0 days 00:00:17.334000,0 days 01:24:42.584000,0 days 01:25:21.786000,0 days 01:25:39.120000,304.0,247.0,309.0,299.0,False,MEDIUM,20.0,True,Alpine,0 days 01:24:23.100000,,1,10.0,False,,False,True,São Paulo Grand Prix,2025,30.69276315789474,17.348026315789475,20.0,75.94
0 days 01:26:54.983000,COL,43,0 days 00:01:15.943000,21.0,1.0,,,0 days 00:00:19.324000,0 days 00:00:39.169000,0 days 00:00:17.450000,0 days 01:25:58.444000,0 days 01:26:37.613000,0 days 01:26:55.063000,305.0,247.0,309.0,300.0,False,MEDIUM,21.0,True,Alpine,0 days 01:25:39.040000,,1,10.0,False,,False,True,São Paulo Grand Prix,2025,30.69276315789474,17.348026315789475,21.0,75.943
0 days 01:28:11.144000,COL,43,0 days 00:01:16.161000,22.0,1.0,,,0 days 00:00:19.544000,0 days 00:00:39.267000,0 days 00:00:17.350000,0 days 01:27:14.607000,0 days 01:27:53.874000,0 days 01:28:11.224000,303.0,248.0,308.0,299.0,False,MEDIUM,22.0,True,Alpine,0 days 01:26:54.983000,,1,9.0,False,,False,True,São Paulo Grand Prix,2025,30.69276315789474,17.348026315789475,22.0,76.161
0 days 01:29:27.210000,COL,43,0 days 00:01:16.066000,23.0,1.0,,,0 days 00:00:19.502000,0 days 00:00:39.194000,0 days 00:00:17.370000,0 days 01:28:30.726000,0 days 01:29:09.920000,0 days 01:29:27.290000,302.0,247.0,308.0,297.0,False,MEDIUM,23.0,True,Alpine,0 days 01:28:11.144000,,1,10.0,False,,False,True,São Paulo Grand Prix,2025,30.69276315789474,17.348026315789475,23.0,76.066
0 days 01:30:43.653000,COL,43,0 days 00:01:16.443000,24.0,1.0,,,0 days 00:00:19.638000,0 days 00:00:39.448000,0 days 00:00:17.357000,0 days 01:29:46.928000,0 days 01:30:26.376000,0 days 01:30:43.733000,318.0,245.0,308.0,284.0,False,MEDIUM,24.0,True,Alpine,0 days 01:29:27.210000,,1,9.0,False,,False,True,São Paulo Grand Prix,2025,30.69276315789474,17.348026315789475,24.0,76.443
0 days 01:31:59.640000,COL,43,0 days 00:01:15.987000,25.0,1.0,,,0 days 00:00:19.408000,0 days 00:00:39.195000,0 days 00:00:17.384000,0 days 01:31:03.141000,0 days 01:31:42.336000,0 days 01:31:59.720000,302.0,246.0,310.0,295.0,False,MEDIUM,25.0,True,Alpine,0 days 01:30:43.653000,,1,9.0,False,,False,True,São Paulo Grand Prix,2025,30.69276315789474,17.348026315789475,25.0,75.987
0 days 01:33:15.646000,COL,43,0 days 00:01:16.006000,26.0,1.0,,,0 days 00:00:19.416000,0 days 00:00:39.198000,0 days 00:00:17.392000,0 days 01:32:19.136000,0 days 01:32:58.334000,0 days 01:33:15.726000,303.0,248.0,307.0,297.0,False,MEDIUM,26.0,True,Alpine,0 days 01:31:59.640000,,1,9.0,False,,False,True,São Paulo Grand Prix,2025,30.69276315789474,17.348026315789475,26.0,76.006
0 days 01:34:32.227000,COL,43,0 days 00:01:16.581000,27.0,1.0,,,0 days 00:00:19.725000,0 days 00:00:39.517000,0 days 00:00:17.339000,0 days 01:33:35.451000,0 days 01:34:14.968000,0 days 01:34:32.307000,318.0,248.0,307.0,282.0,False,MEDIUM,27.0,True,Alpine,0 days 01:33:15.646000,,1,10.0,False,,False,True,São Paulo Grand Prix,2025,30.69276315789474,17.348026315789475,27.0,76.581
0 days 01:35:48.286000,COL,43,0 days 00:01:16.059000,28.0,1.0,,,0 days 00:00:19.422000,0 days 00:00:39.271000,0 days 00:00:17.366000,0 days 01:34:51.729000,0 days 01:35:31,0 days 01:35:48.366000,304.0,250.0,308.0,298.0,False,MEDIUM,28.0,True,Alpine,0 days 01:34:32.227000,,1,9.0,False,,False,True,São Paulo Grand Prix,2025,30.69276315789474,17.348026315789475,28.0,76.059
0 days 01:39:55.080000,COL,43,0 days 00:01:14.429000,31.0,2.0,,,0 days 00:00:19.082000,0 days 00:00:38.210000,0 days 00:00:17.137000,0 days 01:38:59.813000,0 days 01:39:38.023000,0 days 01:39:55.160000,303.0,245.0,306.0,296.0,True,SOFT,2.0,True,Alpine,0 days 01:38:40.651000,,1,16.0,False,,False,True,São Paulo Grand Prix,2025,30.69276315789474,17.348026315789475,2.0,74.429
0 days 01:41:09.381000,COL,43,0 days 00:01:14.301000,32.0,2.0,,,0 days 00:00:18.995000,0 days 00:00:38.241000,0 days 00:00:17.065000,0 days 01:40:14.155000,0 days 01:40:52.396000,0 days 01:41:09.461000,307.0,243.0,306.0,298.0,True,SOFT,3.0,True,Alpine,0 days 01:39:55.080000,,1,16.0,False,,False,True,São Paulo Grand Prix,2025,30.69276315789474,17.348026315789475,3.0,74.301
0 days 01:42:24.003000,COL,43,0 days 00:01:14.622000,33.0,2.0,,,0 days 00:00:19.027000,0 days 00:00:38.491000,0 days 00:00:17.104000,0 days 01:41:28.488000,0 days 01:42:06.979000,0 days 01:42:24.083000,306.0,245.0,304.0,296.0,False,SOFT,4.0,True,Alpine,0 days 01:41:09.381000,,1,15.0,False,,False,True,São Paulo Grand Prix,2025,30.69276315789474,17.348026315789475,4.0,74.622
0 days 01:43:38.576000,COL,43,0 days 00:01:14.573000,34.0,2.0,,,0 days 00:00:19.105000,0 days 00:00:38.417000,0 days 00:00:17.051000,0 days 01:42:43.188000,0 days 01:43:21.605000,0 days 01:43:38.656000,305.0,248.0,307.0,296.0,False,SOFT,5.0,True,Alpine,0 days 01:42:24.003000,,1,15.0,False,,False,True,São Paulo Grand Prix,2025,30.69276315789474,17.348026315789475,5.0,74.573
0 days 01:44:53.080000,COL,43,0 days 00:01:14.504000,35.0,2.0,,,0 days 00:00:19.041000,0 days 00:00:38.341000,0 days 00:00:17.122000,0 days 01:43:57.697000,0 days 01:44:36.038000,0 days 01:44:53.160000,308.0,248.0,306.0,301.0,False,SOFT,6.0,True,Alpine,0 days 01:43:38.576000,,1,15.0,False,,False,True,São Paulo Grand Prix,2025,30.69276315789474,17.348026315789475,6.0,74.504
0 days 01:46:07.831000,COL,43,0 days 00:01:14.751000,36.0,2.0,,,0 days 00:00:19.178000,0 days 00:00:38.472000,0 days 00:00:17.101000,0 days 01:45:12.338000,0 days 01:45:50.810000,0 days 01:46:07.911000,307.0,249.0,307.0,299.0,False,SOFT,7.0,True,Alpine,0 days 01:44:53.080000,,1,14.0,False,,False,True,São Paulo Grand Prix,2025,30.69276315789474,17.348026315789475,7.0,74.751
0 days 01:47:22.248000,COL,43,0 days 00:01:14.417000,37.0,2.0,,,0 days 00:00:19.114000,0 days 00:00:38.226000,0 days 00:00:17.077000,0 days 01:46:27.025000,0 days 01:47:05.251000,0 days 01:47:22.328000,306.0,251.0,307.0,300.0,False,SOFT,8.0,True,Alpine,0 days 01:46:07.831000,,1,13.0,False,,False,True,São Paulo Grand Prix,2025,30.69276315789474,17.348026315789475,8.0,74.417
0 days 01:48:38.294000,COL,43,0 days 00:01:16.046000,38.0,2.0,,,0 days 00:00:19.340000,0 days 00:00:39.562000,0 days 00:00:17.144000,0 days 01:47:41.668000,0 days 01:48:21.230000,0 days 01:48:38.374000,320.0,251.0,310.0,289.0,False,SOFT,9.0,True,Alpine,0 days 01:47:22.248000,,1,14.0,False,,False,True,São Paulo Grand Prix,2025,30.69276315789474,17.348026315789475,9.0,76.046
0 days 01:49:53.039000,COL,43,0 days 00:01:14.745000,39.0,2.0,,,0 days 00:00:19.103000,0 days 00:00:38.504000,0 days 00:00:17.138000,0 days 01:48:57.477000,0 days 01:49:35.981000,0 days 01:49:53.119000,306.0,249.0,307.0,298.0,False,SOFT,10.0,True,Alpine,0 days 01:48:38.294000,,1,13.0,False,,False,True,São Paulo Grand Prix,2025,30.69276315789474,17.348026315789475,10.0,74.745
0 days 01:51:07.702000,COL,43,0 days 00:01:14.663000,40.0,2.0,,,0 days 00:00:19.135000,0 days 00:00:38.451000,0 days 00:00:17.077000,0 days 01:50:12.254000,0 days 01:50:50.705000,0 days 01:51:07.782000,306.0,249.0,308.0,298.0,False,SOFT,11.0,True,Alpine,0 days 01:49:53.039000,,1,12.0,False,,False,True,São Paulo Grand Prix,2025,30.69276315789474,17.348026315789475,11.0,74.663
0 days 01:52:22.672000,COL,43,0 days 00:01:14.970000,41.0,2.0,,,0 days 00:00:19.100000,0 days 00:00:38.715000,0 days 00:00:17.155000,0 days 01:51:26.882000,0 days 01:52:05.597000,0 days 01:52:22.752000,303.0,250.0,307.0,300.0,False,SOFT,12.0,True,Alpine,0 days 01:51:07.702000,,1,12.0,False,,False,True,São Paulo Grand Prix,2025,30.69276315789474,17.348026315789475,12.0,74.97
0 days 01:53:39.052000,COL,43,0 days 00:01:16.380000,42.0,2.0,,,0 days 00:00:19.724000,0 days 00:00:39.492000,0 days 00:00:17.164000,0 days 01:52:42.476000,0 days 01:53:21.968000,0 days 01:53:39.132000,300.0,249.0,308.0,311.0,False,SOFT,13.0,True,Alpine,0 days 01:52:22.672000,,1,13.0,False,,False,True,São Paulo Grand Prix,2025,30.69276315789474,17.348026315789475,13.0,76.38
0 days 01:57:46.142000,COL,43,0 days 00:01:12.816000,45.0,3.0,,,0 days 00:00:18.915000,0 days 00:00:37.100000,0 days 00:00:16.801000,0 days 01:56:52.321000,0 days 01:57:29.421000,0 days 01:57:46.222000,301.0,253.0,305.0,293.0,True,MEDIUM,2.0,True,Alpine,0 days 01:56:33.326000,,1,17.0,False,,False,True,São Paulo Grand Prix,2025,30.69276315789474,17.348026315789475,2.0,72.816
0 days 01:58:59.505000,COL,43,0 days 00:01:13.363000,46.0,3.0,,,0 days 00:00:18.914000,0 days 00:00:37.454000,0 days 00:00:16.995000,0 days 01:58:05.136000,0 days 01:58:42.590000,0 days 01:58:59.585000,302.0,252.0,305.0,297.0,False,MEDIUM,3.0,True,Alpine,0 days 01:57:46.142000,,1,17.0,False,,False,True,São Paulo Grand Prix,2025,30.69276315789474,17.348026315789475,3.0,73.363
0 days 02:00:13.686000,COL,43,0 days 00:01:14.181000,47.0,3.0,,,0 days 00:00:18.882000,0 days 00:00:38.360000,0 days 00:00:16.939000,0 days 01:59:18.467000,0 days 01:59:56.827000,0 days 02:00:13.766000,303.0,250.0,308.0,306.0,False,MEDIUM,4.0,True,Alpine,0 days 01:58:59.505000,,1,17.0,False,,False,True,São Paulo Grand Prix,2025,30.69276315789474,17.348026315789475,4.0,74.181
0 days 02:01:27.720000,COL,43,0 days 00:01:14.034000,48.0,3.0,,,0 days 00:00:19.024000,0 days 00:00:38.068000,0 days 00:00:16.942000,0 days 02:00:32.790000,0 days 02:01:10.858000,0 days 02:01:27.800000,304.0,250.0,306.0,295.0,False,MEDIUM,5.0,True,Alpine,0 days 02:00:13.686000,,1,16.0,False,,False,True,São Paulo Grand Prix,2025,30.69276315789474,17.348026315789475,5.0,74.034
0 days 02:02:41.515000,COL,43,0 days 00:01:13.795000,49.0,3.0,,,0 days 00:00:18.851000,0 days 00:00:37.923000,0 days 00:00:17.021000,0 days 02:01:46.651000,0 days 02:02:24.574000,0 days 02:02:41.595000,305.0,251.0,307.0,298.0,False,MEDIUM,6.0,True,Alpine,0 days 02:01:27.720000,,1,16.0,False,,False,True,São Paulo Grand Prix,2025,30.69276315789474,17.348026315789475,6.0,73.795
0 days 02:03:55.309000,COL,43,0 days 00:01:13.794000,50.0,3.0,,,0 days 00:00:19,0 days 00:00:37.775000,0 days 00:00:17.019000,0 days 02:03:00.595000,0 days 02:03:38.370000,0 days 02:03:55.389000,304.0,249.0,308.0,297.0,False,MEDIUM,7.0,True,Alpine,0 days 02:02:41.515000,,1,16.0,False,,False,True,São Paulo Grand Prix,2025,30.69276315789474,17.348026315789475,7.0,73.794
0 days 02:05:09.346000,COL,43,0 days 00:01:14.037000,51.0,3.0,,,0 days 00:00:18.900000,0 days 00:00:38.081000,0 days 00:00:17.056000,0 days 02:04:14.289000,0 days 02:04:52.370000,0 days 02:05:09.426000,304.0,249.0,307.0,298.0,False,MEDIUM,8.0,True,Alpine,0 days 02:03:55.309000,,1,16.0,False,,False,True,São Paulo Grand Prix,2025,30.69276315789474,17.348026315789475,8.0,74.037
0 days 02:06:23.480000,COL,43,0 days 00:01:14.134000,52.0,3.0,,,0 days 00:00:19.022000,0 days 00:00:38.094000,0 days 00:00:17.018000,0 days 02:05:28.448000,0 days 02:06:06.542000,0 days 02:06:23.560000,304.0,249.0,307.0,297.0,False,MEDIUM,9.0,True,Alpine,0 days 02:05:09.346000,,1,16.0,False,,False,True,São Paulo Grand Prix,2025,30.69276315789474,17.348026315789475,9.0,74.134
0 days 02:07:37.604000,COL,43,0 days 00:01:14.124000,53.0,3.0,,,0 days 00:00:19.004000,0 days 00:00:38.084000,0 days 00:00:17.036000,0 days 02:06:42.564000,0 days 02:07:20.648000,0 days 02:07:37.684000,305.0,249.0,309.0,297.0,False,MEDIUM,10.0,True,Alpine,0 days 02:06:23.480000,,1,16.0,False,,False,True,São Paulo Grand Prix,2025,30.69276315789474,17.348026315789475,10.0,74.124
0 days 02:08:51.648000,COL,43,0 days 00:01:14.044000,54.0,3.0,,,0 days 00:00:18.990000,0 days 00:00:38.011000,0 days 00:00:17.043000,0 days 02:07:56.674000,0 days 02:08:34.685000,0 days 02:08:51.728000,304.0,253.0,309.0,298.0,False,MEDIUM,11.0,True,Alpine,0 days 02:07:37.604000,,1,16.0,False,,False,True,São Paulo Grand Prix,2025,30.69276315789474,17.348026315789475,11.0,74.044
0 days 02:10:05.760000,COL,43,0 days 00:01:14.112000,55.0,3.0,,,0 days 00:00:18.943000,0 days 00:00:38.086000,0 days 00:00:17.083000,0 days 02:09:10.671000,0 days 02:09:48.757000,0 days 02:10:05.840000,305.0,249.0,309.0,298.0,False,MEDIUM,12.0,True,Alpine,0 days 02:08:51.648000,,1,15.0,False,,False,True,São Paulo Grand Prix,2025,30.69276315789474,17.348026315789475,12.0,74.112
0 days 02:11:19.780000,COL,43,0 days 00:01:14.020000,56.0,3.0,,,0 days 00:00:18.943000,0 days 00:00:38.041000,0 days 00:00:17.036000,,0 days 02:11:02.824000,0 days 02:11:19.860000,305.0,249.0,310.0,298.0,False,MEDIUM,13.0,True,Alpine,0 days 02:10:05.760000,,1,14.0,False,,False,True,São Paulo Grand Prix,2025,30.69276315789474,17.348026315789475,13.0,74.02
0 days 02:12:33.907000,COL,43,0 days 00:01:14.127000,57.0,3.0,,,0 days 00:00:18.970000,0 days 00:00:38.056000,0 days 00:00:17.101000,0 days 02:11:38.830000,0 days 02:12:16.886000,0 days 02:12:33.987000,304.0,249.0,308.0,301.0,False,MEDIUM,14.0,True,Alpine,0 days 02:11:19.780000,,1,14.0,False,,False,True,São Paulo Grand Prix,2025,30.69276315789474,17.348026315789475,14.0,74.127
0 days 02:13:47.874000,COL,43,0 days 00:01:13.967000,58.0,3.0,,,0 days 00:00:18.971000,0 days 00:00:37.916000,0 days 00:00:17.080000,0 days 02:12:52.958000,0 days 02:13:30.874000,0 days 02:13:47.954000,306.0,252.0,307.0,300.0,False,MEDIUM,15.0,True,Alpine,0 days 02:12:33.907000,,1,14.0,False,,False,True,São Paulo Grand Prix,2025,30.69276315789474,17.348026315789475,15.0,73.967
0 days 02:15:02.782000,COL,43,0 days 00:01:14.908000,59.0,3.0,,,0 days 00:00:19.069000,0 days 00:00:38.719000,0 days 00:00:17.120000,0 days 02:14:07.023000,0 days 02:14:45.742000,0 days 02:15:02.862000,303.0,250.0,308.0,298.0,False,MEDIUM,16.0,True,Alpine,0 days 02:13:47.874000,,1,15.0,False,,False,True,São Paulo Grand Prix,2025,30.69276315789474,17.348026315789475,16.0,74.908
0 days 02:16:17.279000,COL,43,0 days 00:01:14.497000,60.0,3.0,,,0 days 00:00:19.024000,0 days 00:00:38.456000,0 days 00:00:17.017000,0 days 02:15:21.886000,0 days 02:16:00.342000,0 days 02:16:17.359000,306.0,250.0,308.0,294.0,False,MEDIUM,17.0,True,Alpine,0 days 02:15:02.782000,,1,15.0,False,,False,True,São Paulo Grand Prix,2025,30.69276315789474,17.348026315789475,17.0,74.497
0 days 02:17:31.579000,COL,43,0 days 00:01:14.300000,61.0,3.0,,,0 days 00:00:18.997000,0 days 00:00:38.309000,0 days 00:00:16.994000,0 days 02:16:36.356000,0 days 02:17:14.665000,0 days 02:17:31.659000,306.0,251.0,308.0,299.0,False,MEDIUM,18.0,True,Alpine,0 days 02:16:17.279000,,1,15.0,False,,False,True,São Paulo Grand Prix,2025,30.69276315789474,17.348026315789475,18.0,74.3
0 days 02:18:45.612000,COL,43,0 days 00:01:14.033000,62.0,3.0,,,0 days 00:00:19.073000,0 days 00:00:37.956000,0 days 00:00:17.004000,0 days 02:17:50.732000,0 days 02:18:28.688000,0 days 02:18:45.692000,306.0,253.0,307.0,296.0,False,MEDIUM,19.0,True,Alpine,0 days 02:17:31.579000,,1,15.0,False,,False,True,São Paulo Grand Prix,2025,30.69276315789474,17.348026315789475,19.0,74.033
0 days 02:19:59.565000,COL,43,0 days 00:01:13.953000,63.0,3.0,,,0 days 00:00:19.004000,0 days 00:00:37.887000,0 days 00:00:17.062000,0 days 02:19:04.696000,0 days 02:19:42.583000,0 days 02:19:59.645000,307.0,253.0,308.0,297.0,False,MEDIUM,20.0,True,Alpine,0 days 02:18:45.612000,,1,15.0,False,,False,True,São Paulo Grand Prix,2025,30.69276315789474,17.348026315789475,20.0,73.953
0 days 02:21:13.537000,COL,43,0 days 00:01:13.972000,64.0,3.0,,,0 days 00:00:18.897000,0 days 00:00:38.087000,0 days 00:00:16.988000,0 days 02:20:18.542000,0 days 02:20:56.629000,0 days 02:21:13.617000,307.0,254.0,309.0,297.0,False,MEDIUM,21.0,True,Alpine,0 days 02:19:59.565000,,1,15.0,False,,False,True,São Paulo Grand Prix,2025,30.69276315789474,17.348026315789475,21.0,73.972
0 days 02:22:27.724000,COL,43,0 days 00:01:14.187000,65.0,3.0,,,0 days 00:00:18.959000,0 days 00:00:38.168000,0 days 00:00:17.060000,0 days 02:21:32.576000,0 days 02:22:10.744000,0 days 02:22:27.804000,306.0,252.0,309.0,300.0,False,MEDIUM,22.0,True,Alpine,0 days 02:21:13.537000,,1,15.0,False,,False,True,São Paulo Grand Prix,2025,30.69276315789474,17.348026315789475,22.0,74.187
0 days 02:23:41.727000,COL,43,0 days 00:01:14.003000,66.0,3.0,,,0 days 00:00:18.946000,0 days 00:00:38.144000,0 days 00:00:16.913000,0 days 02:22:46.750000,0 days 02:23:24.894000,0 days 02:23:41.807000,307.0,254.0,327.0,299.0,False,MEDIUM,23.0,True,Alpine,0 days 02:22:27.724000,,1,15.0,False,,False,True,São Paulo Grand Prix,2025,30.69276315789474,17.348026315789475,23.0,74.003
0 days 02:24:56.012000,COL,43,0 days 00:01:14.285000,67.0,3.0,,,0 days 00:00:18.858000,0 days 00:00:38.482000,0 days 00:00:16.945000,0 days 02:24:00.665000,0 days 02:24:39.147000,0 days 02:24:56.092000,321.0,255.0,326.0,319.0,False,MEDIUM,24.0,True,Alpine,0 days 02:23:41.727000,,1,15.0,False,,False,True,São Paulo Grand Prix,2025,30.69276315789474,17.348026315789475,24.0,74.285
0 days 02:26:10.122000,COL,43,0 days 00:01:14.110000,68.0,3.0,,,0 days 00:00:18.877000,0 days 00:00:38.277000,0 days 00:00:16.956000,0 days 02:25:14.969000,0 days 02:25:53.246000,0 days 02:26:10.202000,321.0,254.0,326.0,318.0,False,MEDIUM,25.0,True,Alpine,0 days 02:24:56.012000,,1,15.0,False,,False,True,São Paulo Grand Prix,2025,30.69276315789474,17.348026315789475,25.0,74.11
0 days 02:27:24.409000,COL,43,0 days 00:01:14.287000,69.0,3.0,,,0 days 00:00:18.823000,0 days 00:00:38.372000,0 days 00:00:17.092000,0 days 02:26:29.025000,0 days 02:27:07.397000,0 days 02:27:24.489000,321.0,253.0,311.0,321.0,False,MEDIUM,26.0,True,Alpine,0 days 02:26:10.122000,,1,15.0,False,,False,True,São Paulo Grand Prix,2025,30.69276315789474,17.348026315789475,26.0,74.287
0 days 02:28:39.188000,COL,43,0 days 00:01:14.779000,70.0,3.0,,,0 days 00:00:19.189000,0 days 00:00:38.583000,0 days 00:00:17.007000,0 days 02:27:43.678000,0 days 02:28:22.261000,0 days 02:28:39.268000,314.0,256.0,311.0,310.0,False,MEDIUM,27.0,True,Alpine,0 days 02:27:24.409000,,1,15.0,False,,False,True,São Paulo Grand Prix,2025,30.69276315789474,17.348026315789475,27.0,74.779
0 days 02:29:54.045000,COL,43,0 days 00:01:14.857000,71.0,3.0,,,0 days 00:00:19.067000,0 days 00:00:38.626000,0 days 00:00:17.164000,0 days 02:28:58.335000,0 days 02:29:36.961000,0 days 02:29:54.125000,313.0,252.0,311.0,312.0,False,MEDIUM,28.0,True,Alpine,0 days 02:28:39.188000,,1,15.0,False,,False,True,São Paulo Grand Prix,2025,30.69276315789474,17.348026315789475,28.0,74.857
0 days 01:05:42.917000,GAS,10,0 days 00:01:38.545000,4.0,2.0,,,0 days 00:00:28.881000,0 days 00:00:32.586000,0 days 00:00:37.078000,0 days 01:04:33.271000,0 days 01:05:05.857000,0 days 01:05:42.935000,174.0,,310.0,280.0,True,HARD,2.0,True,Alpine,0 days 01:04:04.372000,,1,17.0,False,,False,True,Las Vegas Grand Prix,2025,19.52978723404255,16.73404255319149,2.0,98.545
