Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,GP,Year,TrackTemp,AirTemp,TyreAge,LapTime_s
0 days 01:43:41.074000,COL,43,0 days 00:01:36.256000,27.0,2.0,,,0 days 00:00:27.731000,0 days 00:00:31.781000,0 days 00:00:36.744000,0 days 01:42:32.576000,0 days 01:43:04.357000,0 days 01:43:41.101000,182.0,,313.0,318.0,True,MEDIUM,2.0,True,Alpine,0 days 01:42:04.818000,,1,17.0,False,,False,True,Las Vegas Grand Prix,2025,19.52978723404255,16.73404255319149,2.0,96.256
0 days 01:45:17.153000,COL,43,0 days 00:01:36.079000,28.0,2.0,,,0 days 00:00:27.617000,0 days 00:00:32.034000,0 days 00:00:36.428000,0 days 01:44:08.718000,0 days 01:44:40.752000,0 days 01:45:17.180000,181.0,,315.0,328.0,True,MEDIUM,3.0,True,Alpine,0 days 01:43:41.074000,,1,17.0,False,,False,True,Las Vegas Grand Prix,2025,19.52978723404255,16.73404255319149,3.0,96.079
0 days 01:46:53.593000,COL,43,0 days 00:01:36.440000,29.0,2.0,,,0 days 00:00:27.913000,0 days 00:00:31.990000,0 days 00:00:36.537000,0 days 01:45:45.093000,0 days 01:46:17.083000,0 days 01:46:53.620000,177.0,,314.0,323.0,False,MEDIUM,4.0,True,Alpine,0 days 01:45:17.153000,,1,16.0,False,,False,True,Las Vegas Grand Prix,2025,19.52978723404255,16.73404255319149,4.0,96.44
0 days 01:48:29.971000,COL,43,0 days 00:01:36.378000,30.0,2.0,,,0 days 00:00:27.619000,0 days 00:00:32.286000,0 days 00:00:36.473000,0 days 01:47:21.239000,0 days 01:47:53.525000,0 days 01:48:29.998000,179.0,,314.0,337.0,False,MEDIUM,5.0,True,Alpine,0 days 01:46:53.593000,,1,16.0,False,,False,True,Las Vegas Grand Prix,2025,19.52978723404255,16.73404255319149,5.0,96.378
0 days 01:50:07.362000,COL,43,0 days 00:01:37.391000,31.0,2.0,,,0 days 00:00:27.885000,0 days 00:00:32.247000,0 days 00:00:37.259000,0 days 01:48:57.883000,0 days 01:49:30.130000,0 days 01:50:07.389000,180.0,,318.0,295.0,False,MEDIUM,6.0,True,Alpine,0 days 01:48:29.971000,,1,17.0,False,,False,True,Las Vegas Grand Prix,2025,19.52978723404255,16.73404255319149,6.0,97.391
0 days 01:51:44.061000,COL,43,0 days 00:01:36.699000,32.0,2.0,,,0 days 00:00:27.882000,0 days 00:00:32.300000,0 days 00:00:36.517000,0 days 01:50:35.271000,0 days 01:51:07.571000,0 days 01:51:44.088000,180.0,,316.0,322.0,False,MEDIUM,7.0,True,Alpine,0 days 01:50:07.362000,,1,17.0,False,,False,True,Las Vegas Grand Prix,2025,19.52978723404255,16.73404255319149,7.0,96.699
0 days 01:53:20.598000,COL,43,0 days 00:01:36.537000,33.0,2.0,,,0 days 00:00:27.751000,0 days 00:00:32.203000,0 days 00:00:36.583000,0 days 01:52:11.839000,0 days 01:52:44.042000,0 days 01:53:20.625000,178.0,,316.0,323.0,False,MEDIUM,8.0,True,Alpine,0 days 01:51:44.061000,,1,17.0,False,,False,True,Las Vegas Grand Prix,2025,19.52978723404255,16.73404255319149,8.0,96.537
0 days 01:54:57.026000,COL,43,0 days 00:01:36.428000,34.0,2.0,,,0 days 00:00:27.638000,0 days 00:00:32.273000,0 days 00:00:36.517000,0 days 01:53:48.263000,0 days 01:54:20.536000,0 days 01:54:57.053000,180.0,,314.0,323.0,False,MEDIUM,9.0,True,Alpine,0 days 01:53:20.598000,,1,16.0,False,,False,True,Las Vegas Grand Prix,2025,19.52978723404255,16.73404255319149,9.0,96.428
0 days 01:56:33.139000,COL,43,0 days 00:01:36.113000,35.0,2.0,,,0 days 00:00:27.599000,0 days 00:00:32.009000,0 days 00:00:36.505000,0 days 01:55:24.652000,0 days 01:55:56.661000,0 days 01:56:33.166000,180.0,,315.0,322.0,False,MEDIUM,10.0,True,Alpine,0 days 01:54:57.026000,,1,16.0,False,,False,True,Las Vegas Grand Prix,2025,19.52978723404255,16.73404255319149,10.0,96.113
0 days 01:58:09.119000,COL,43,0 days 00:01:35.980000,36.0,2.0,,,0 days 00:00:27.508000,0 days 00:00:31.955000,0 days 00:00:36.517000,0 days 01:57:00.674000,0 days 01:57:32.629000,0 days 01:58:09.146000,181.0,,314.0,321.0,True,MEDIUM,11.0,True,Alpine,0 days 01:56:33.139000,,1,16.0,False,,False,True,Las Vegas Grand Prix,2025,19.52978723404255,16.73404255319149,11.0,95.98
0 days 01:59:45.093000,COL,43,0 days 00:01:35.974000,37.0,2.0,,,0 days 00:00:27.500000,0 days 00:00:31.933000,0 days 00:00:36.541000,0 days 01:58:36.646000,0 days 01:59:08.579000,0 days 01:59:45.120000,179.0,,314.0,322.0,True,MEDIUM,12.0,True,Alpine,0 days 01:58:09.119000,,1,16.0,False,,False,True,Las Vegas Grand Prix,2025,19.52978723404255,16.73404255319149,12.0,95.974
0 days 02:01:20.873000,COL,43,0 days 00:01:35.780000,38.0,2.0,,,0 days 00:00:27.388000,0 days 00:00:31.990000,0 days 00:00:36.402000,0 days 02:00:12.508000,0 days 02:00:44.498000,0 days 02:01:20.900000,180.0,,314.0,323.0,True,MEDIUM,13.0,True,Alpine,0 days 01:59:45.093000,,1,16.0,False,,False,True,Las Vegas Grand Prix,2025,19.52978723404255,16.73404255319149,13.0,95.78
0 days 02:02:57.219000,COL,43,0 days 00:01:36.346000,39.0,2.0,,,0 days 00:00:27.491000,0 days 00:00:32.014000,0 days 00:00:36.841000,0 days 02:01:48.391000,0 days 02:02:20.405000,0 days 02:02:57.246000,180.0,,314.0,335.0,False,MEDIUM,14.0,True,Alpine,0 days 02:01:20.873000,,1,16.0,False,,False,True,Las Vegas Grand Prix,2025,19.52978723404255,16.73404255319149,14.0,96.346
0 days 02:04:35.168000,COL,43,0 days 00:01:37.949000,40.0,2.0,,,0 days 00:00:28.593000,0 days 00:00:32.593000,0 days 00:00:36.763000,0 days 02:03:25.839000,0 days 02:03:58.432000,0 days 02:04:35.195000,176.0,,317.0,319.0,False,MEDIUM,15.0,True,Alpine,0 days 02:02:57.219000,,1,17.0,False,,False,True,Las Vegas Grand Prix,2025,19.52978723404255,16.73404255319149,15.0,97.949
0 days 02:06:11.559000,COL,43,0 days 00:01:36.391000,41.0,2.0,,,0 days 00:00:27.617000,0 days 00:00:32.186000,0 days 00:00:36.588000,0 days 02:05:02.812000,0 days 02:05:34.998000,0 days 02:06:11.586000,179.0,,317.0,324.0,False,MEDIUM,16.0,True,Alpine,0 days 02:04:35.168000,,1,17.0,False,,False,True,Las Vegas Grand Prix,2025,19.52978723404255,16.73404255319149,16.0,96.391
0 days 02:07:47.420000,COL,43,0 days 00:01:35.861000,42.0,2.0,,,0 days 00:00:27.401000,0 days 00:00:31.973000,0 days 00:00:36.487000,0 days 02:06:38.987000,0 days 02:07:10.960000,0 days 02:07:47.447000,181.0,,318.0,325.0,False,MEDIUM,17.0,True,Alpine,0 days 02:06:11.559000,,1,17.0,False,,False,True,Las Vegas Grand Prix,2025,19.52978723404255,16.73404255319149,17.0,95.861
0 days 02:09:23.741000,COL,43,0 days 00:01:36.321000,43.0,2.0,,,0 days 00:00:27.577000,0 days 00:00:32.089000,0 days 00:00:36.655000,0 days 02:08:15.024000,0 days 02:08:47.113000,0 days 02:09:23.768000,179.0,,316.0,325.0,False,MEDIUM,18.0,True,Alpine,0 days 02:07:47.420000,,1,17.0,False,,False,True,Las Vegas Grand Prix,2025,19.52978723404255,16.73404255319149,18.0,96.321
0 days 02:10:59.765000,COL,43,0 days 00:01:36.024000,44.0,2.0,,,0 days 00:00:27.409000,0 days 00:00:32.067000,0 days 00:00:36.548000,0 days 02:09:51.177000,0 days 02:10:23.244000,0 days 02:10:59.792000,179.0,,318.0,324.0,False,MEDIUM,19.0,True,Alpine,0 days 02:09:23.741000,,1,17.0,False,,False,True,Las Vegas Grand Prix,2025,19.52978723404255,16.73404255319149,19.0,96.024
0 days 02:12:36.982000,COL,43,0 days 00:01:37.217000,45.0,2.0,,,0 days 00:00:28.522000,0 days 00:00:32.204000,0 days 00:00:36.491000,0 days 02:11:28.314000,0 days 02:12:00.518000,0 days 02:12:37.009000,177.0,,317.0,327.0,False,MEDIUM,20.0,True,Alpine,0 days 02:10:59.765000,,1,17.0,False,,False,True,Las Vegas Grand Prix,2025,19.52978723404255,16.73404255319149,20.0,97.217
0 days 02:14:13.062000,COL,43,0 days 00:01:36.080000,46.0,2.0,,,0 days 00:00:27.263000,0 days 00:00:32.104000,0 days 00:00:36.713000,0 days 02:13:04.272000,0 days 02:13:36.376000,0 days 02:14:13.089000,181.0,,315.0,327.0,False,MEDIUM,21.0,True,Alpine,0 days 02:12:36.982000,,1,17.0,False,,False,True,Las Vegas Grand Prix,2025,19.52978723404255,16.73404255319149,21.0,96.08
0 days 02:15:49.047000,COL,43,0 days 00:01:35.985000,47.0,2.0,,,0 days 00:00:27.373000,0 days 00:00:32.086000,0 days 00:00:36.526000,0 days 02:14:40.462000,0 days 02:15:12.548000,0 days 02:15:49.074000,182.0,,316.0,324.0,False,MEDIUM,22.0,True,Alpine,0 days 02:14:13.062000,,1,17.0,False,,False,True,Las Vegas Grand Prix,2025,19.52978723404255,16.73404255319149,22.0,95.985
0 days 02:17:24.949000,COL,43,0 days 00:01:35.902000,48.0,2.0,,,0 days 00:00:27.359000,0 days 00:00:32.052000,0 days 00:00:36.491000,0 days 02:16:16.433000,0 days 02:16:48.485000,0 days 02:17:24.976000,181.0,,317.0,325.0,False,MEDIUM,23.0,True,Alpine,0 days 02:15:49.047000,,1,17.0,False,,False,True,Las Vegas Grand Prix,2025,19.52978723404255,16.73404255319149,23.0,95.902
0 days 02:19:00.785000,COL,43,0 days 00:01:35.836000,49.0,2.0,,,0 days 00:00:27.324000,0 days 00:00:32.034000,0 days 00:00:36.478000,0 days 02:17:52.300000,0 days 02:18:24.334000,0 days 02:19:00.812000,182.0,,296.0,331.0,False,MEDIUM,24.0,True,Alpine,0 days 02:17:24.949000,,1,17.0,False,,False,True,Las Vegas Grand Prix,2025,19.52978723404255,16.73404255319149,24.0,95.836
